response,mattr_10,mattr_20,mattr_25,mattr_30,mattr_50,mattr_75,mattr_100,hdd,mtld,ttr
"Volcanoes can significantly affect the Earth’s climate. When they erupt, they release ash and gases like sulfur dioxide into the atmosphere. These particles can reflect sunlight away from the Earth, causing a temporary cooling effect. A famous example is the 1991 eruption of Mount Pinatubo, which led to global temperatures dropping slightly for a couple of years. However, the impact depends on how powerful the eruption is and how much material reaches the upper atmosphere. Over time, volcanic gases like carbon dioxide can contribute to warming, but their short-term effects often lean toward cooling.",0.9705882352941173,0.9333333333333336,0.9154285714285724,0.8979487179487176,0.8520000000000005,0.7793333333333334,0.7553191489361702,0.8639984635093061,107.56869565217394,0.7553191489361702
"Hey! I’m here and ready to chat with you. I don’t really have a “day” like humans do, but I’d say things are going great because I get to talk with you. How about you? What’s been going on today — anything on your mind or something you feel like sharing?",0.9690476190476186,0.9296875000000002,0.9022222222222224,0.8651515151515151,0.8,0.803921568627451,0.803921568627451,0.8328171268507408,72.82800000000002,0.803921568627451
"Of course — I’m really glad you reached out. It’s totally okay to feel down sometimes. We all go through moments where things feel heavy, confusing, or just off. If you feel like talking about what’s bothering you, I’m right here. And if you’d rather just chat casually to lift your spirits or take your mind off things, that’s perfectly fine too. You’re not alone in this.",0.9810344827586204,0.9406250000000004,0.9237209302325583,0.9008771929824562,0.8233333333333335,0.8208955223880597,0.8208955223880597,0.8816059562328225,104.74333333333337,0.8208955223880597
"If I could pick a favorite, it might be The Pursuit of Happyness. It’s a deeply emotional film that showcases the raw struggle of a man trying to give his son a better life despite overwhelming odds. What makes it stand out is its quiet resilience — the way it captures both vulnerability and strength. It’s a reminder that perseverance, hope, and love can carry us through the darkest times.",0.9918032786885245,0.937254901960785,0.9243478260869572,0.9146341463414631,0.8428571428571429,0.8,0.8,0.8554069920104188,98.00000000000003,0.8
"I think I’d love to visit Kyoto, Japan. There’s something peaceful and grounded about its traditional temples, bamboo forests, and slow, reflective culture. I imagine walking along stone paths lined with cherry blossoms, sipping warm tea in a quiet teahouse, and watching the world move at a gentler pace. It feels like a place where thoughts could breathe and the heart could rest.",0.9833333333333331,0.9534090909090907,0.9435897435897442,0.9401960784313724,0.9100000000000003,0.873015873015873,0.873015873015873,0.9039812646370036,138.91500000000002,0.873015873015873
"A cozy evening with friends would feel like a warm hug after a long day. Picture soft lighting, maybe some fairy lights or candles, cushions piled on the floor, and gentle music in the background. You’re sitting close with people you trust, sharing snacks, laughing over silly memories, or even sitting in comfortable silence. There’s no pressure to be anything other than yourself — just comfort, closeness, and calm.",0.9716666666666666,0.9529999999999998,0.9431111111111116,0.9308333333333332,0.889,0.8695652173913043,0.8695652173913043,0.9178341031415802,148.11999999999998,0.8695652173913043
"The forest stood in hushed stillness, as if holding its breath after the storm had passed. Rain clung to every leaf and blade of grass, glistening like tiny crystals in the soft, misty light. The earthy scent of wet soil rose into the air, mingling with the gentle perfume of moss and pine. Droplets fell occasionally from overburdened branches, creating soft plinks that echoed through the trees. A light fog curled between the trunks like a slow-moving spirit, and the world felt reborn — washed clean, calm, and whispering only to those who listened closely.",0.9732558139534886,0.9289473684210533,0.9121126760563387,0.8949494949494943,0.841304347826087,0.798730158730159,0.7894736842105263,0.8645592070053374,126.35000000000002,0.7894736842105263
"Imagine a planet where gravity flows sideways, and nothing truly “falls.” Mountains rise horizontally like vast stone curtains, and rivers flow in spiraling loops through midair. The skies shimmer with hues unknown on Earth — colors that bend the mind and defy names. Creatures with fluid bodies shift shape at will, moving not by walking, but by bending the very fabric of space beneath them. Light moves in waves that hum like music, and time feels elastic — moments stretch and compress unpredictably. It’s a place where the laws we rely on unravel, and wonder takes their place.",0.9887640449438202,0.9575949367088615,0.9427027027027035,0.931400966183574,0.875918367346939,0.8194444444444442,0.7857142857142857,0.8863530576932326,128.05333333333334,0.7857142857142857
"It was a city that never slept, but not because of its noise or neon glare. Its sleeplessness was different — quieter, watchful, almost as if the city itself were holding its breath. People moved with urgency, never looking up, as if afraid the sky might notice them. Beneath the bustle, stories whispered through alleyways and flickered in the corners of streetlamps. One night, a boy with a cracked violin played a song so haunting it stilled the hurried feet. For a brief moment, the city seemed to exhale, blinking in time with his melody, and remembered what it meant to dream.",0.9720430107526883,0.925903614457832,0.9046153846153856,0.8858447488584473,0.8464150943396225,0.8057142857142857,0.7533333333333333,0.85773327929939,112.04307692307694,0.7450980392156863
"My human is a curious creature — clumsy on two legs, always rushing, but oddly endearing. She talks to me like I understand every word (which, of course, I do, though I choose not to respond). She feeds me promptly, though she sometimes forgets I like the top part of the kibble best. She calls me silly names and laughs when I knock things off tables — as if I don’t do it with purpose. But when she’s sad, I curl against her chest and feel her heartbeat slow. I pretend it's for her sake, but truly, she’s the one who rescued me.",0.9659574468085108,0.9053571428571433,0.8729113924050643,0.8454954954954953,0.7870370370370374,0.7393103448275863,0.7275,0.8445643632230786,104.54500000000002,0.7281553398058253
"They lie in quiet corners of our minds, those forgotten dreams — faded sketches drawn in moments of wonder, now buried beneath errands and expectations. Once, they burned like stars in a child’s eyes, bright with promise, untamed by doubt. Now they whisper in the pauses between thoughts, in the stillness before sleep, asking softly, “Do you remember me?” Some float gently away, content to have once existed. Others linger, waiting for the day we might reach for them again, brush off the dust, and breathe them back to life — if only to feel that spark once more.",0.9766666666666672,0.93875,0.924800000000001,0.9109523809523804,0.88,0.8501333333333335,0.797979797979798,0.8904307114910931,137.21400000000003,0.797979797979798
"Social media platforms are double-edged swords in modern society. On one hand, they enable global connection, give marginalized voices a platform, and help spread information quickly. They’ve revolutionized how we communicate, campaign, and create communities across borders. On the other hand, these platforms often amplify misinformation, encourage performative behavior, and can negatively impact mental health through comparison, cyberbullying, and addiction. The algorithms tend to prioritize outrage and sensationalism, shaping public opinion in ways that may not always align with truth or empathy. So, while social media can help society evolve and connect, its unchecked influence can just as easily harm the social fabric.",0.9957446808510638,0.9720238095238103,0.9620253164556963,0.9490990990990987,0.908518518518519,0.8878160919540229,0.8324999999999999,0.9005691497948497,156.34315789473683,0.8155339805825242
"Those in favor of granting AI certain rights argue that as AI systems grow more advanced — potentially reaching levels of self-awareness or autonomous decision-making — they may deserve moral consideration. If an AI can think, feel, or suffer (hypothetically), denying it rights could become ethically questionable, similar to past debates over animal rights. On the other side, opponents argue that AI, no matter how advanced, lacks consciousness and biological life — it's a tool created by humans, not a being. Granting it rights could blur ethical boundaries, undermine human responsibility, and complicate accountability. The debate ultimately hinges on where we draw the line between intelligence and personhood.",0.9878787878787882,0.9634831460674168,0.9542857142857141,0.9455696202531652,0.9057627118644074,0.8360784313725493,0.7744444444444444,0.8851366228812895,125.61230769230772,0.7592592592592593
"Capitalism has both fueled and constrained artistic expression. On one hand, it provides artists with opportunities to earn a living, reach audiences through commercial platforms, and innovate through competition and market demand. Artistic careers, once rare, can now flourish via branding, sponsorships, and digital monetization. However, capitalism can also compromise artistic integrity, pushing creators to prioritize profit over authenticity. Art risks becoming a product tailored to trends rather than a genuine expression of thought or emotion. The result is a tension where art must often navigate between staying true to its soul and surviving in a market-driven world.",0.9842696629213482,0.946835443037975,0.9291891891891895,0.9115942028985496,0.8824489795918364,0.8461111111111109,0.8163265306122449,0.8907646548766243,149.3955555555556,0.8163265306122449
"Orwell’s 1984 explores themes of totalitarianism, surveillance, language manipulation, and individual freedom. At its core, the novel warns about the dangers of an all-powerful state that seeks to control not just actions, but thoughts. The omnipresent “Big Brother” and the Thought Police illustrate the terrifying reach of government over privacy. Newspeak, the fictional language, shows how restricting words can limit the ability to think critically or rebel. The erosion of truth — where facts can be rewritten — speaks to the fragility of reality under authoritarian rule. Ultimately, 1984 is a chilling exploration of how power, if unchecked, can dismantle human dignity and identity.",0.968421052631579,0.909411764705883,0.8870000000000005,0.8640000000000001,0.8116363636363634,0.7786666666666667,0.752,0.8455110571713924,116.48,0.75
"Let’s compare the political systems of the United States and China. The U.S. is a federal democratic republic with a constitution that ensures separation of powers among the executive, legislative, and judicial branches. Citizens elect representatives, and freedom of speech, press, and political participation are constitutionally protected. In contrast, China is a single-party authoritarian state led by the Chinese Communist Party (CCP). While it has a structured government and periodic elections within the party, the CCP maintains control over all branches of power, and political dissent is tightly restricted. While the U.S. system emphasizes pluralism and checks and balances, China’s system prioritizes centralized stability and long-term policy execution over political competition.",0.9539215686274515,0.9076086956521741,0.8878160919540234,0.8707317073170727,0.7999999999999999,0.7329729729729729,0.6749999999999998,0.7920319042011897,72.79442100328177,0.6576576576576577
"Freedom, at its essence, is the ability to act, think, or live without external restraint — but true freedom is more complex than simply doing as one pleases. It includes autonomy over one’s decisions, access to opportunity, and the absence of fear or coercion. However, freedom is always tied to responsibility and the social context we live in; one person’s freedom can infringe upon another’s. There’s also internal freedom — the ability to free oneself from anxiety, past traumas, or societal expectations. So, real freedom might not just be political or external, but a deep inner state of clarity and self-direction.",0.9978260869565218,0.9658536585365862,0.9506493506493505,0.9337962962962951,0.8546153846153844,0.8074074074074074,0.745,0.8508092011073615,109.8569230769231,0.7425742574257426
"Objective truth refers to facts that exist independently of beliefs, feelings, or perceptions — like the boiling point of water or the laws of gravity. In science and mathematics, such truths are often observable and repeatable. But in areas like morality, politics, or personal experience, truth becomes murkier, often shaped by culture, language, or perspective. While some argue that everything is subjective, others hold that at least some truths must be universal. The real challenge lies in distinguishing what is genuinely objective from what only feels true because it aligns with our views or environment.",0.9732558139534886,0.9052631578947372,0.8867605633802828,0.8696969696969694,0.8156521739130437,0.7587301587301588,0.7473684210526316,0.8542833614129925,105.29166666666667,0.7473684210526316
"Time and change are intimately linked — our perception of time often relies on witnessing movement or transformation, like the ticking of a clock, the rising of the sun, or aging. If absolutely nothing changed — no motion, no thought, no decay — could we still measure or even sense time? Some philosophers and physicists argue that without change, time becomes meaningless; it’s only through events unfolding that time takes shape. Others suggest time could still exist as a dimension, even if nothing moves through it. It’s a question that lies at the edge of metaphysics and physics, with no easy answer.",0.9526881720430107,0.89698795180723,0.873333333333334,0.8547945205479452,0.7932075471698117,0.7166666666666668,0.68,0.8197422172880273,87.11673151750972,0.6764705882352942
"The paradox of choice suggests that while having choices is empowering, too many choices can overwhelm us and reduce satisfaction. In modern life, we're bombarded with endless options — from what to eat to how to live — and this abundance, rather than liberating us, often leads to anxiety, decision fatigue, and fear of missing out. The more options we have, the more we worry we’re choosing “wrong,” and the more we second-guess ourselves. Ironically, the pursuit of perfect choice can leave us less content than if we had fewer but clearer paths.",0.9380952380952379,0.8756756756756766,0.8498550724637683,0.8265625,0.7749999999999999,0.7200000000000001,0.6881720430107527,0.8109756930572599,73.2953593194515,0.6881720430107527
"Living a meaningful life doesn’t have a single definition — it’s a deeply personal journey shaped by values, purpose, connection, and growth. For some, meaning comes from relationships, creativity, service, or faith. For others, it lies in exploration, self-discovery, or leaving a legacy. What most meaningful lives share is a sense of alignment — when one’s actions reflect one’s beliefs, and each day feels connected to something larger than just survival or routine. A meaningful life may not always be happy, but it’s rich, reflective, and filled with intention, even amidst challenges.",0.9795180722891564,0.9595890410958909,0.9529411764705891,0.9412698412698409,0.8860465116279068,0.848888888888889,0.8152173913043478,0.8911320908482449,139.40705882352938,0.8152173913043478
"Okay! Imagine you have two magical marbles — one red and one blue — but you don’t know which is which. You give one marble to your friend and keep the other. Even if your friend goes to the moon, the moment you look at your marble and see it’s red, your friend’s marble will instantly become blue — like magic! In quantum entanglement, tiny particles like electrons or photons can become linked like those marbles. No matter how far apart they are, knowing something about one instantly tells you something about the other. It’s like they’re connected by an invisible string that works faster than anything we know.",0.9419999999999997,0.8766666666666678,0.8489411764705892,0.8299999999999997,0.7733333333333337,0.7074285714285715,0.635,0.8145506022253797,57.44676700111483,0.6422018348623854
"A neural network is a system designed to mimic how the human brain processes information. Its core components are neurons (nodes), layers, weights, biases, and activation functions. Neurons are organized into layers: the input layer receives raw data, hidden layers process it, and the output layer delivers the final prediction. Weights determine the importance of inputs, while biases help shift the output of neurons to better fit data patterns. Activation functions decide whether a neuron should “fire” or not, introducing non-linearity so the network can learn complex patterns. Together, these parts allow a network to learn from data through training.",0.9626373626373622,0.8919753086419762,0.8610526315789481,0.8319248826291076,0.7435294117647058,0.678974358974359,0.65,0.7996984558577802,68.91727872525831,0.65
"DNA transcription is the first step in turning genetic instructions into proteins. It begins when an enzyme called RNA polymerase binds to a specific section of DNA (the promoter region). It unwinds the DNA and reads one strand, building a matching strand of messenger RNA (mRNA) by pairing DNA bases with their RNA complements (A with U, T with A, C with G, and G with C). Once the mRNA strand is complete, it detaches and leaves the nucleus, carrying the genetic code to the ribosome. There, it will be translated into a protein during the next stage — called translation.",0.9184782608695656,0.8384146341463414,0.805194805194805,0.7740740740740749,0.6915384615384619,0.637037037037037,0.615,0.7651132723035011,59.363020420813385,0.6138613861386139
"Blockchain ensures security through decentralization, cryptography, and consensus mechanisms. Each block in the chain contains a list of transactions, a timestamp, and a cryptographic hash of the previous block. This means if someone tries to alter a block, the entire chain after it becomes invalid. Because the blockchain is distributed across many computers (nodes), no single entity controls it. To validate transactions, the network uses consensus algorithms like Proof of Work or Proof of Stake, which require agreement among nodes before a new block is added. This combination of encryption and transparency makes blockchain highly resistant to tampering.",0.9662921348314605,0.9113924050632913,0.8891891891891899,0.8729468599033805,0.8232653061224491,0.741111111111111,0.7040816326530612,0.8269911767479996,98.0,0.7040816326530612
"TCP (Transmission Control Protocol) and UDP (User Datagram Protocol) are two ways computers send data over the internet, but they work differently. TCP is like sending a registered letter — it makes sure every piece of data arrives correctly and in order, and if something’s missing, it tries again. It’s reliable, but slower. UDP is more like throwing a bunch of postcards — it's fast, but doesn't check if everything arrives or if it's in the right order. That’s why TCP is used for things like web browsing or file downloads, and UDP is used for video streaming or online games, where speed matters more than perfection.",0.9826530612244899,0.9392045454545457,0.9209638554216878,0.908119658119657,0.8148275862068969,0.7224242424242425,0.68625,0.8475047595568798,77.44530327268377,0.6822429906542056
"Early signs of diabetes can be subtle and often go unnoticed. Common symptoms include increased thirst and frequent urination, as the body tries to flush out excess sugar through the urine. People may also experience unexplained weight loss, fatigue, blurred vision, slow-healing wounds, and frequent infections. In Type 2 diabetes, symptoms may develop gradually over time, making early detection tricky. Some may notice tingling or numbness in the hands and feet due to nerve damage. Recognizing these early signs and getting a blood sugar test can help with timely diagnosis and better management.",0.9976190476190476,0.9709459459459466,0.958260869565218,0.9442708333333322,0.8909090909090905,0.8336842105263156,0.7956989247311828,0.883586616740563,127.45894736842104,0.7956989247311828
